loss_val,validation_accuracy_val,epoch,layers,units,activation,batch_size,regularization,optimizer_name,loss_type
0.09713791310787201,0.8736400008201599,4,3,16,tanh,512,,rmsprop,mse
0.384723424911499,0.860040009021759,4,3,16,tanh,512,,rmsprop,binary_crossentropy
0.09082408249378204,0.8835600018501282,4,3,16,tanh,512,dropout,adam,mse
0.31600430607795715,0.8836399912834167,4,3,16,tanh,512,dropout,adam,binary_crossentropy
0.09434140473604202,0.8803600072860718,4,3,16,tanh,512,dropout,rmsprop,mse
0.3280891478061676,0.8766400218009949,4,3,16,tanh,512,dropout,rmsprop,binary_crossentropy
0.09836803376674652,0.8656799793243408,4,3,16,tanh,512,batchnorm,adam,mse
0.3412008583545685,0.8654800057411194,4,3,16,tanh,512,batchnorm,adam,binary_crossentropy
0.10143581032752991,0.8623600006103516,4,3,16,tanh,512,batchnorm,rmsprop,mse
0.3680289387702942,0.8541600108146667,4,3,16,tanh,512,batchnorm,rmsprop,binary_crossentropy
0.1075545996427536,0.8655200004577637,4,3,16,relu,128,,adam,mse
0.4202393889427185,0.8639600276947021,4,3,16,relu,128,,adam,binary_crossentropy
0.10388248413801193,0.86735999584198,4,3,16,relu,128,,rmsprop,mse
0.3888572156429291,0.8665199875831604,4,3,16,relu,128,,rmsprop,binary_crossentropy
0.09413816034793854,0.8776800036430359,4,3,16,relu,128,dropout,adam,mse
